"","ID","screen_name","created_at","census_tract","text","lat","lon","radius","all_afinn_lexicon_words","all_afinn_lexicon_values","all_polarity_lexicon_words","all_polarity_lexicon_values","afinn_lexicon_scores","polarity_lexicon_scores"
"137",137,"sie__renee",2021-10-12 00:41:24,51710004600,"jgranderson1 okay and ",36.84486,-76.25199,"5mi",NA,NA,NA,NA,NA,NA
"138",138,"UssKimberly",2021-10-12 00:41:17,51710004600,"biggodmio222 dawww kimberly snuggled her ma tightly gently stroking the back of her headkim loves you too ma",36.84486,-76.25199,"5mi",NA,NA,NA,NA,NA,NA
"139",139,"JJ_Bloom",2021-10-12 00:41:15,51710004600,"solarpowered aircraft flown for nearly three weeks without landing httpstcoqtlwlvgjrl",36.84486,-76.25199,"5mi",NA,NA,NA,NA,NA,NA
"140",140,"smhezabel",2021-10-12 00:41:11,51710004600,"naomiaalexis lmao cut her toenails and then paint them",36.84486,-76.25199,"5mi","lmao, cut","4, -1",NA,NA,1.5,NA
"141",141,"midrangetay",2021-10-12 00:41:09,51710004600,"kennydibiase14 she aint trynna make no money fr",36.84486,-76.25199,"5mi","no","-1",NA,NA,-1,NA
"142",142,"Tim_Lives_Here",2021-10-12 00:40:43,51710004600,"i am very very upset that i am only now finding out about cornwainer smith the narrative pull here is just flawless and his use of form is so diverse and always appropriate so glad to have found his writings now  httpstcoftj0wz92ar",36.84486,-76.25199,"5mi","upset, glad","-2, 3",NA,NA,0.5,NA
"143",143,"PEACHPORTER",2021-10-12 00:40:41,51710004600,"growing in wisdom requires you to embrace wise peoplejohnfaisonsr",36.84486,-76.25199,"5mi","growing, embrace","1, 1","growing","1",1,1
"144",144,"arkhzeus",2021-10-12 00:59:23,51710002900,"need that new maxo expeditiously ",36.87213,-76.27473,"5mi",NA,NA,NA,NA,NA,NA
"145",145,"Kiefy_",2021-10-12 00:49:29,51710002900,"that blunt got me sleepy",36.87213,-76.27473,"5mi",NA,NA,NA,NA,NA,NA
"146",146,"1k_north",2021-10-12 00:48:09,51710002900,"what does a common sense message mean  httpstcofhvubapekm",36.87213,-76.27473,"5mi",NA,NA,NA,NA,NA,NA
"147",147,"NixHokies",2021-10-12 00:41:35,51710005000,"carson gonna carson",36.833294,-76.28521,"5mi",NA,NA,NA,NA,NA,NA
"148",148,"jgranderson1",2021-10-12 00:40:27,51710004200,"wasnt that like 3 yrs ago httpstcohmoih1twzw",36.852886,-76.27952,"5mi","like","2",NA,NA,2,NA
"149",149,"NickChaps96",2021-10-12 00:40:17,51550020100,"scottgustin only if this guy is walt httpstcobyjsxodubt",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"150",150,"Myshaawn",2021-10-12 00:39:59,51550020100,"gang over luv ",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"151",151,"Ravenpenny",2021-10-12 00:39:16,51550020100,"douglasnbailey1 word",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"152",152,"DbReckless1",2021-10-12 00:39:14,51550020100,"skylarhung chalameteli thegatopreto i need that dick",36.80864,-76.25609,"5mi","dick","-4",NA,NA,-4,NA
"153",153,"damwop2",2021-10-12 00:39:10,51550020100,"tins1222 me too",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"154",154,"pazthespazmino",2021-10-12 00:39:00,51550020100,"it really annoyed me when people at work asked me what tribe my family belongs to and i told them i dont know they said they were disappointed in me meanwhile generations of history has been destroyed so thanks a lot im fucking disappointed too",36.80864,-76.25609,"5mi","annoyed, disappointed, destroyed, thanks, fucking, disappointed","-2, -2, -3, 2, -4, -2","work, disappointed, disappointed","1, -1, -1",-1.83,-0.33
